# \phi LLhood, lnE[Weights], ln(E[X]), ln(E[Z]) = -1.855858490643525, ln(var[Z]) = -10.019864850609846, E[ln(Z)] = -1.8567683640687507, var[ln(Z)] = 0.001819746850451498
3.134114390604593403e+00,-8.262738013611508947e+00,3.293744073244394002e-06,-1.998002662673108686e-03
3.154503391427257331e+00,-8.262516492252531819e+00,3.287897992742937491e-06,-3.996005325346217371e-03
3.159536694058834527e+00,-8.262205902027352167e+00,3.282354631060829219e-06,-5.994007988019326057e-03
3.122242988426923826e+00,-8.262101066204433408e+00,3.276146464518718162e-06,-7.992010650692434742e-03
3.165841471131223717e+00,-8.261673909244370506e+00,3.271004183845958203e-06,-9.990013313365544295e-03
3.171812319650038958e+00,-8.261023544484617176e+00,3.266599023574370650e-06,-1.198801597603865385e-02
3.104136255851801529e+00,-8.260044226506073173e+00,3.263273083509585223e-06,-1.398601863871176340e-02
3.097072030866484749e+00,-8.258886344963586978e+00,3.260532690163533850e-06,-1.598402130138487295e-02
3.093846112227542466e+00,-8.258291263631363677e+00,3.255961626474978982e-06,-1.798202396405798251e-02
3.088715510292952882e+00,-8.257259180165716472e+00,3.252818149052183677e-06,-1.998002662673109206e-02
3.085512641399109413e+00,-8.256561574687763638e+00,3.248590942608126964e-06,-2.197802928940420161e-02
3.073938421342255367e+00,-8.253699162743444617e+00,3.251400268800074742e-06,-2.397603195207731117e-02
3.214672383389438615e+00,-8.252173321015002116e+00,3.249865446981563188e-06,-2.597403461475042072e-02
3.221445405195103806e+00,-8.250103713151220930e+00,3.250098162582195731e-06,-2.797203727742353027e-02
3.230508007442534080e+00,-8.247048396193331854e+00,3.253536355135113735e-06,-2.997003994009663982e-02
3.052573077631598242e+00,-8.247011355596487903e+00,3.247162545205117063e-06,-3.196804260276974591e-02
3.241734750588632696e+00,-8.242809738740174197e+00,3.254325928446552749e-06,-3.396604526544285546e-02
3.242685454766965236e+00,-8.242427754326440592e+00,3.249071125430556291e-06,-3.596404792811596501e-02
3.034924473619653895e+00,-8.240115229369004979e+00,3.250093191459620819e-06,-3.796205059078907457e-02
3.254042017954563715e+00,-8.237586780348427951e+00,3.251817648881520743e-06,-3.996005325346218412e-02
3.256064350751883385e+00,-8.236670928654183044e+00,3.248300594598704196e-06,-4.195805591613529367e-02
3.024789647133020232e+00,-8.235594984831854148e+00,3.245306850735464463e-06,-4.395605857880840323e-02
3.016064345040261330e+00,-8.231376510079726927e+00,3.252520970430851602e-06,-4.595406124148151278e-02
3.267210332688394114e+00,-8.231331737852659813e+00,3.246174247802650337e-06,-4.795206390415462233e-02
3.274484718483208212e+00,-8.227581210549203661e+00,3.251868236130272100e-06,-4.995006656682773188e-02
2.997362704295753577e+00,-8.221317377849830521e+00,3.265769783064699666e-06,-5.194806922950084144e-02
2.993552004097411068e+00,-8.219097787752955853e+00,3.266493516793807692e-06,-5.394607189217395099e-02
3.289753291411789959e+00,-8.219026965920312122e+00,3.260204455132838375e-06,-5.594407455484706054e-02
3.291471035956044400e+00,-8.218006841667520490e+00,3.257017929855427927e-06,-5.794207721752017010e-02
3.303740355305814447e+00,-8.210381217126174747e+00,3.275398867188730621e-06,-5.994007988019327965e-02
3.308501127843038958e+00,-8.207262213082810121e+00,3.279072652615709498e-06,-6.193808254286638920e-02
3.320359736554199692e+00,-8.199104556246860298e+00,3.299332940289130847e-06,-6.393608520553949182e-02
2.961955375361025489e+00,-8.198484125884611728e+00,3.294790999764713470e-06,-6.593408786821260137e-02
2.959708932705805040e+00,-8.196868684741364319e+00,3.293530780584702346e-06,-6.793209053088571092e-02
2.947091561352433775e+00,-8.187426738237711277e+00,3.318139116656181239e-06,-6.993009319355882047e-02
2.946647123173351979e+00,-8.187082751831550098e+00,3.312655396946821945e-06,-7.192809585623193003e-02
2.944051205903269075e+00,-8.185058079114238438e+00,3.312743746825396906e-06,-7.392609851890503958e-02
